sku;ITEM;PX VENTA;costo;stock minimo;CATEGORIA
1-001;ACRIL10 LATEX INTERIOR EXTERIOR X 10;1331,968;688;;Duracril
1-002;ACRIL10 LATEX INTERIOR EXTERIOR X 20;1990;1292;;Duracril
1-003;ACRIL10 LATEX INTERIOR EXTERIOR X 4;801,504;414;;Duracril
11-004;AGUARRAS X 1 ;290,4;150;;Diluyentes
6-005;AMOLADORA ANGULAR BATERIA METABO W 18 LTX 125Q;48003,2923;22540,99;;Metabo
6-006;AMOLADORA ANGULAR METABO W 2200 -180;32729,11963;15368,67;;Metabo
6-007;AMOLADORA ANGULAR METABO W110-125;19637,91474;9221,41;;Metabo
6-008;AMOLADORA ANGULAR METABO W11-125 QUICK;30546,15186;14343,61;;Metabo
6-009;AMOLADORA ANGULAR METABO W24-180 MVT;48003,2923;22540,99;;Metabo
6-0010;AMOLADORA ANGULAR METABO W24-230 MVT;48003,2923;22540,99;;Metabo
6-0011;AMOLADORA ANGULAR METABO W850-125 ;16561,00477;7776,58;;Metabo
6-0012;AMOLADORA ANGULAR METABO WEBPA 17-125;56730,77643;26639,17;;Metabo
6-0013;AMOLADORA ANGULAR METABO WEQ 1400-125;26182,40979;12294,52;;Metabo
2-0014;ANTIOXIDO BLANCO TEKNO X 1;941,2832;457,6;;Tekno
2-0015;ANTIOXIDO BLANCO TEKNO X 1/2;538,5226;261,8;;Tekno
2-0016;ANTIOXIDO BLANCO TEKNO X 1/4;287,3629;139,7;;Tekno
2-0017;ANTIOXIDO BLANCO TEKNO X 4;3357,024;1632;;Tekno
2-0018;ANTIOXIDO GRIS TEKNO X 1;941,2832;457,6;;Tekno
2-0019;ANTIOXIDO GRIS TEKNO X 1/2;513,6329;249,7;;Tekno
2-0020;ANTIOXIDO GRIS TEKNO X 1/4;287,3629;139,7;;Tekno
2-0021;ANTIOXIDO GRIS TEKNO X 20;13251,194;6442;;Tekno
2-0022;ANTIOXIDO GRIS TEKNO X 4;2943,567;1431;;Tekno
2-0023;ANTIOXIDO NEGRO TEKNO X 1;822,88228;400,04;;Tekno
2-0024;ANTIOXIDO NEGRO TEKNO X 1/2;448,0146;217,8;;Tekno
2-0025;ANTIOXIDO NEGRO TEKNO X 1/4;273,60157;133,01;;Tekno
2-0026;ANTIOXIDO NEGRO TEKNO X 20;12467,477;6061;;Tekno
2-0027;ANTIOXIDO NEGRO TEKNO X 4;5029,365;2445;;Tekno
2-0028;ANTIOXIDO ROJO OXIDO TEKNO X 1;823,6228;400,4;;Tekno
2-0029;ANTIOXIDO ROJO OXIDO TEKNO X 1/2;448,0146;217,8;;Tekno
2-0030;ANTIOXIDO ROJO OXIDO TEKNO X 4;5029,365;2445;;Tekno
2-0031;ANTIOXIDO ROJO TEKNO X 1/4;273,7867;133,1;;Tekno
6-0032;ATORNILLADOR METABO SE 2500;61200,4448;28738;;Metabo
12-0033;BANDEJA DE COLGAR ;435,6;120;;Accesorios
12-0034;BANDEJA PINTOR PLANA CHICA  ;82,28;34;;Accesorios
12-0035;BANDEJA PINTOR PLANA GRANDE ;195,415;95;;Accesorios
2-0036;BARNIZ SINTETICO TEKNO X 1;821,3601;399,3;;Tekno
2-0037;BARNIZ SINTETICO TEKNO X 1/2;445,7519;216,7;;Tekno
2-0038;BARNIZ SINTETICO TEKNO X 1/4;287,3629;139,7;;Tekno
2-0039;BASE D LATEX FRENTE TEKNO X 1;0;;;Tekno
2-0040;BASE D LATEX FRENTE TEKNO X 10;0;;;Tekno
2-0041;BASE D LATEX FRENTE TEKNO X 20;0;;;Tekno
2-0042;BASE D LATEX FRENTE TEKNO X 4;0;;;Tekno
2-0043;BASE D LATEX TEKNO X 1;0;;;Tekno
2-0044;BASE D LATEX TEKNO X 20;0;;;Tekno
2-0045;BASE D SINTETICO BRILLANTE TEKNO X 1;0;;;Tekno
2-0046;BASE D SINTETICO BRILLANTE TEKNO X 4;0;;;Tekno
2-0047;BASE N LATEX TEKNO X 1;0;;;Tekno
2-0048;BASE N LATEX TEKNO X 10;0;;;Tekno
2-0049;BASE N LATEX TEKNO X 20;0;;;Tekno
2-0050;BASE N LATEX TEKNO X 4;0;;;Tekno
2-0051;BASE N SINTETICO SATINADO TEKNO X 1;0;;;Tekno
6-0052;BATERIA METABO LiHD 18V - 4,0Ah;16819,26136;7897,85;;Metabo
6-0053;BATERIA METABO LiHD 18V - 5,5Ah;30020,82213;14096,93;;Metabo
6-0054;BATERIA METABO LiHD 18V - 8,0Ah;40551,60894;19041,89;;Metabo
12-0055;BULIT CUTTER PROFESIONAL SERIE 500;1790,8;925;;Accesorios
12-0056;BULIT CUTTER REFORZADO SERIE 500;909,92;470;;Accesorios
12-0057;"BULIT ESPATULA FLEXIBLE 1""";484;250;;Accesorios
12-0058;"BULIT ESPATULA FLEXIBLE 1,5""";503,36;260;;Accesorios
12-0059;"BULIT ESPATULA FLEXIBLE 2""";561,44;290;;Accesorios
12-0060;"BULIT ESPATULA FLEXIBLE 3""";638,88;330;;Accesorios
12-0061;"BULIT ESPATULA FLEXIBLE 4""";716,32;370;;Accesorios
6-0062;CAJA PUNTAS METABO LC 32 PIEZAS ;2067,09624;970,65;;Metabo
6-0063;CARGADOR RAPIDO METABO ASC 55-36V, 230V;7072,039568;3320,83;;Metabo
12-0064;CARRETILLA ESTANDAR AZUL;4500;;;Accesorios
12-0065;CARRETILLA REFORZADA CHAPA 16;10000;;;Accesorios
12-0066;CINTA DE PAPEL 24 MM X 40 M;300,08;155;;Accesorios
12-0067;CINTA DE PAPEL 48 MM X 45 M;600,16;310;;Accesorios
12-0068;CINTA PAPEL BLANCA AUTOMOTOR 36 MM X 50 M;447,85488;231,33;;Accesorios
12-0069;CINTA PAPEL OBRA AZUL 18 MM X 50 M;250,65392;129,47;;Accesorios
1-0070;COATING PISCINA AZUL DURACRIL X 1;995,104;514;;Duracril
1-0071;COATING PISCINA AZUL DURACRIL X 10;9312,039;4527;;Duracril
1-0072;COATING SELLADOR FIJADOR AL AGUA X 4;802,23;390;;Duracril
1-0073;COLORDINA FIJADOR SELLADOR X 1;380,545;185;;Duracril
1-0074;COLORDINA FIJADOR SELLADOR X 20;4410,208;2144;;Duracril
1-0075;COLORDINA LATEX INTERIOR EXTERIOR BLANCO X 1 ;449,152;232;;Duracril
1-0076;COLORDINA LATEX INTERIOR EXTERIOR BLANCO X 10;2423,872;1252;;Duracril
1-0077;COLORDINA LATEX INTERIOR EXTERIOR BLANCO X 20;4500;2421;;Duracril
1-0078;COLORDINA LATEX INTERIOR EXTERIOR BLANCO X 4;1401,664;724;;Duracril
1-0079;COLORDINA MASILLA PARA PLACA DE YESO X 15;2108,304;1089;;Duracril
1-0080;COLORDINA MEMBRANA ELASTOMERICA X 10;3600,96;1860;;Duracril
1-0081;COLORDINA MEMBRANA ELASTOMERICA X 20;4500;2625;;Duracril
1-0082;COLORDINA MEMBRANA ELASTOMERICA X 4;1899,7;785;;Duracril
2-0083;CONCENTRADO PARA MAQUINA AMARILLO;0;;;Tekno
2-0084;CONCENTRADO PARA MAQUINA AMARILLO MEDIO;0;;;Tekno
2-0085;CONCENTRADO PARA MAQUINA BEIGE;0;;;Tekno
2-0086;CONCENTRADO PARA MAQUINA MAGENTA ;0;;;Tekno
2-0087;CONVERTIDOR DE OXIDO TEKNO X 1;1860,738;512,6;;Tekno
2-0088;CONVERTIDOR DE OXIDO TEKNO X 1/2;652,19;269,5;;Tekno
2-0089;CONVERTIDOR DE OXIDO TEKNO X 1/4;724,064;299,2;;Tekno
2-0090;CONVERTIDOR DE OXIDO TEKNO X 4;6675,57;1839;;Tekno
1-0091;CONVERTIDOR SINTETICO DE OXIDO 3 EN 1 NEGRO SINTECRIN X 20;34891,56;9612;;Duracril
6-0092;CORTADORA SENSITIVA METABO CS 23-355;42477,11582;21841,38;;Metabo
6-0093;DISCO DE CORTE DIAMANTADO METABO SP115X22,23;897,690288;421,53;;Metabo
6-0094;DISCO DE CORTE DIAMANTADO METABO SP180X22,23;2390,454704;1122,49;;Metabo
6-0095;DISCO DE CORTE DIAMANTADO METABO SP230X22,23;3133,408256;1471,36;;Metabo
6-0096;DISCO METABO LE SOCCER 115 X 1 INOX X 100 UNIDADES;155,396912;72,97;;Metabo
6-0097;DISCO NOVOFLEX METABO 115X6X22,2 X 25 UNIDADES;284,961776;133,81;;Metabo
6-0098;DISCO NOVOFLEX METABO 180X6X22,2 X 10 UNIDADES;510,976224;239,94;;Metabo
1-0099;DURACRIL ALTA TEMPERATURA HASTA 200°  X 1 BLANCO;1160,55456;599,46;;Duracril
1-00100;DURACRIL ALTA TEMPERATURA HASTA 200°  X 1 BLANCO MATE;1160,55456;599,46;;Duracril
1-00101;DURACRIL ALTA TEMPERATURA HASTA 200°  X 1 BLANCO SATINADO;1160,55456;599,46;;Duracril
1-00102;DURACRIL ALTA TEMPERATURA HASTA 200°  X 1 NEGRO MATE;1160,55456;599,46;;Duracril
1-00103;DURACRIL ALTA TEMPERATURA HASTA 200°  X 1 NEGRO SATINADO;1160,55456;599,46;;Duracril
1-00104;DURACRIL ALTA TEMPERATURA HASTA 200° 1/2 BLANCO;688,36416;355,56;;Duracril
1-00105;DURACRIL ALTA TEMPERATURA HASTA 200° 1/2 BLANCO MATE;688,36416;355,56;;Duracril
1-00106;DURACRIL ALTA TEMPERATURA HASTA 200° 1/2 BLANCO SATINADO;688,36416;355,56;;Duracril
1-00107;DURACRIL ALTA TEMPERATURA HASTA 200° 1/2 NEGRO;688,36416;355,56;;Duracril
1-00108;DURACRIL ALTA TEMPERATURA HASTA 200° 1/4 BLANCO ;413,9168;213,8;;Duracril
1-00109;DURACRIL ALTA TEMPERATURA HASTA 200° 1/4 BLANCO MATE;413,9168;213,8;;Duracril
1-00110;DURACRIL ALTA TEMPERATURA HASTA 200° 1/4 BLANCO SATINADO;413,9168;213,8;;Duracril
1-00111;DURACRIL ALTA TEMPERATURA HASTA 200° 1/4 NEGRO;413,9168;213,8;;Duracril
1-00112;DURACRIL ALTA TEMPERATURA HASTA 200° 1/4 NEGRO SATINADO;413,9168;213,8;;Duracril
1-00113;DURACRIL ALTA TEMPERATURA HASTA 200° NEGRO MATE X 4 ;4500,01904;2324,39;;Duracril
1-00114;DURACRIL ALTA TEMPERATURA HASTA 200° NEGRO SATINADO X 1/2;688,36416;355,56;;Duracril
1-00115;DURACRIL ALTA TEMPERATURA HASTA 200° NEGRO X 1;1160,55456;599,46;;Duracril
1-00116;DURACRIL BASE ACUOSA PROTECTOR LADRILLO X 20;16228,52;6706;;Duracril
1-00117;DURACRIL ENDUIDO INTERIOR/EXTERIOR X 1;751,41;207;;Duracril
1-00118;DURACRIL ENDUIDO INTERIOR/EXTERIOR X 4;1651,65;455;;Duracril
1-00119;DURACRIL ENDUIDO X 10 ;3542,88;1464;;Duracril
1-00120;DURACRIL ENDUIDO X 20;10214,82;2814;;Duracril
1-00121;DURACRIL ENTONADOR UNIVERSAL AMARILLO X 120;254,1;105;;Duracril
1-00122;DURACRIL ENTONADOR UNIVERSAL AZUL X 120;254,1;105;;Duracril
1-00123;DURACRIL ENTONADOR UNIVERSAL AZUL X 30;124,5695;29;;Duracril
1-00124;DURACRIL ENTONADOR UNIVERSAL BERMELLON X 30 ;124,5695;29;;Duracril
1-00125;DURACRIL ENTONADOR UNIVERSAL BERMELLONX 120;254,1;105;;Duracril
1-00126;DURACRIL ENTONADOR UNIVERSAL CEDRO X 120;254,1;105;;Duracril
1-00127;DURACRIL ENTONADOR UNIVERSAL CEDRO X 30;124,5695;29;;Duracril
1-00128;DURACRIL ENTONADOR UNIVERSAL NARANJA X 120;254,1;105;;Duracril
1-00129;DURACRIL ENTONADOR UNIVERSAL NEGRO X 120;254,1;105;;Duracril
1-00130;DURACRIL ENTONADOR UNIVERSAL NEGRO X 30;124,5695;29;;Duracril
1-00131;DURACRIL ENTONADOR UNIVERSAL NRANJA X 30;124,5695;29;;Duracril
1-00132;DURACRIL ENTONADOR UNIVERSAL OCRE  X 30;124,5695;29;;Duracril
1-00133;DURACRIL ENTONADOR UNIVERSAL OCRE X 120;254,1;105;;Duracril
1-00134;DURACRIL ENTONADOR UNIVERSAL SIENA  X 30;124,5695;29;;Duracril
1-00135;DURACRIL ENTONADOR UNIVERSAL VERDE CLARO X 30;124,5695;29;;Duracril
1-00136;DURACRIL ENTONADOR UNIVERSAL VERDE OSCURO X 120;254,1;105;;Duracril
1-00137;DURACRIL ENTONADOR UNIVERSAL VERDE OSCURO X 30;124,5695;29;;Duracril
1-00138;DURACRIL ENTONADOR UNIVERSAL VIOLETA X 120;254,1;105;;Duracril
1-00139;DURACRIL ENTONADOR UNIVERSAL VIOLETA X 30;124,5695;29;;Duracril
1-00140;DURACRIL ENTONADOR UNIVERSAL X 120 AMARILLO;254,1;105;;Duracril
1-00141;DURACRIL ENTONADOR UNIVERSAL X 120 AZUL ;254,1;105;;Duracril
1-00142;DURACRIL ENTONADOR UNIVERSAL X 120 BERMELLON;254,1;105;;Duracril
1-00143;DURACRIL ENTONADOR UNIVERSAL X 120 CEDRO;254,1;105;;Duracril
1-00144;DURACRIL ENTONADOR UNIVERSAL X 120 NARANJA;254,1;105;;Duracril
1-00145;DURACRIL ENTONADOR UNIVERSAL X 120 NEGRO;254,1;105;;Duracril
1-00146;DURACRIL ENTONADOR UNIVERSAL X 120 VERDE CLARO;254,1;105;;Duracril
1-00147;DURACRIL ENTONADOR UNIVERSAL X 120 VERDE OSCURO;254,1;105;;Duracril
1-00148;DURACRIL ENTONADOR UNIVERSAL X 120 VIOLETA;254,1;105;;Duracril
1-00149;DURACRIL ENTONADOR UNIVERSAL X 30 AMARILLO ;124,5695;29;;Duracril
1-00150;DURACRIL ENTONADOR UNIVERSAL X 30 AZUL;124,5695;29;;Duracril
1-00151;DURACRIL ENTONADOR UNIVERSAL X 30 BERMELLON;124,5695;29;;Duracril
1-00152;DURACRIL ENTONADOR UNIVERSAL X 30 CEDRO;124,5695;29;;Duracril
1-00153;DURACRIL ENTONADOR UNIVERSAL X 30 MARRON;124,5695;29;;Duracril
1-00154;DURACRIL ENTONADOR UNIVERSAL X 30 NARANJA;124,5695;29;;Duracril
1-00155;DURACRIL ENTONADOR UNIVERSAL X 30 NEGRO;124,5695;29;;Duracril
1-00156;DURACRIL ENTONADOR UNIVERSAL X 30 OCRE;124,5695;29;;Duracril
1-00157;DURACRIL ENTONADOR UNIVERSAL X 30 SIENA;124,5695;29;;Duracril
1-00158;DURACRIL ENTONADOR UNIVERSAL X 30 VERDE CLARO;124,5695;29;;Duracril
1-00159;DURACRIL ENTONADOR UNIVERSAL X 30 VERDE OSCURO;124,5695;29;;Duracril
1-00160;DURACRIL ENTONADOR UNIVERSAL X 30 VIOLETA ;124,5695;29;;Duracril
1-00161;DURACRIL ESMALTE CONVERTIDOR VERDE PIZARRON X 1 ;1504,272;777;;Duracril
1-00162;DURACRIL ESMALTE FERROMICACEO GRAFITO X 4;7927,92;4095;;Duracril
1-00163;DURACRIL ESMALTE FERROMICACEO PLATA X 4;7927,92;4095;;Duracril
1-00164;DURACRIL ESMALTE PARA PISOS GRIS X 1;1097,712;567;;Duracril
1-00165;DURACRIL ESMALTE PARA PISOS GRIS X 4;3990,096;2061;;Duracril
1-00166;DURACRIL ESMALTE PARA PISOS NEGRO X 1;1097,712;567;;Duracril
1-00167;DURACRIL ESMALTE PARA PISOS NEGRO X 10;9792,288;5058;;Duracril
1-00168;DURACRIL ESMALTE PARA PISOS NEGRO X 4;3990,096;2061;;Duracril
1-00169;DURACRIL ESMALTE PARA PISOS ROJO X 1;1097,712;567;;Duracril
1-00170;DURACRIL ESMALTE PARA PISOS ROJO X 4;3990,096;2061;;Duracril
1-00171;DURACRIL ESMALTE PARA PISOS VERDE X 1;1097,712;567;;Duracril
1-00172;DURACRIL ESMALTE PARA PISOS VERDE X 10;9792,288;5058;;Duracril
1-00173;DURACRIL ESMALTE PARA PISOS VERDE X 4;3990,096;2061;;Duracril
1-00174;DURACRIL ESMALTE SINTETICO BRILLANTE VIAL AMARILLO X 10;17598,24;9090;;Duracril
1-00175;DURACRIL ESMALTE SINTETICO BRILLANTE VIAL AMARILLO X 20;33498,608;17303;;Duracril
1-00176;DURACRIL ESMALTE SINTETICO BRILLANTE VIAL AMARILLO X 4;7048,976;3641;;Duracril
1-00177;DURACRIL ESMALTE SINTETICO BRILLANTE VIAL BLANCO X 10;17598,24;9090;;Duracril
1-00178;DURACRIL ESMALTE SINTETICO BRILLANTE VIAL BLANCO X 20;33498,608;17303;;Duracril
1-00179;DURACRIL ESMALTE SINTETICO BRILLANTE VIAL BLANCO X 4;7048,976;3641;;Duracril
1-00180;DURACRIL LATEX CLASSIC LAVABLE BLANCO X 1;613,712;317;;Duracril
1-00181;DURACRIL LATEX CLASSIC LAVABLE BLANCO X 10;4960,032;2562;;Duracril
1-00182;DURACRIL LATEX CLASSIC LAVABLE BLANCO X 20;9697,424;5009;;Duracril
1-00183;DURACRIL LATEX CLASSIC LAVABLE BLANCO X 4;2056,032;1062;;Duracril
1-00184;DURACRIL LATEX COLOR  AMARILLO GIRASOL X 10;6518,512;3367;;Duracril
1-00185;DURACRIL LATEX COLOR  AMARILLO GIRASOL X 4;3943,38032;2036,87;;Duracril
1-00186;DURACRIL LATEX COLOR  AMARILLO MATINAL X 4;2704,592;1397;;Duracril
1-00187;DURACRIL LATEX COLOR  AMARILLO OTOÑAL X 1;778,272;402;;Duracril
1-00188;DURACRIL LATEX COLOR  AMARILLO X 1;1095,776;566;;Duracril
1-00189;DURACRIL LATEX COLOR  AMARILLO X 4;3980,416;2056;;Duracril
1-00190;DURACRIL LATEX COLOR  AZUL OCEANO X 4;3980,416;2056;;Duracril
1-00191;DURACRIL LATEX COLOR  AZUL VELEZ X 1 ;1095,776;566;;Duracril
1-00192;DURACRIL LATEX COLOR  AZUL VELEZ X 4;3980,416;2056;;Duracril
1-00193;DURACRIL LATEX COLOR  AZUL X 1;3980,416;2056;;Duracril
1-00194;DURACRIL LATEX COLOR  AZUL X 20;19319,344;9979;;Duracril
1-00195;DURACRIL LATEX COLOR  AZUL X 4;3980,416;2056;;Duracril
1-00196;DURACRIL LATEX COLOR  BERMELLON X 10;6519,78976;3367,66;;Duracril
1-00197;DURACRIL LATEX COLOR  BERMELLON X 4;2704,592;1397;;Duracril
1-00198;DURACRIL LATEX COLOR  BORGOÑA X 10;4596,97392;2374,47;;Duracril
1-00199;DURACRIL LATEX COLOR  BORGOÑA X 4 ;1928,256;996;;Duracril
1-00200;DURACRIL LATEX COLOR  ESCARLATA X 4;2704,592;1397;;Duracril
1-00201;DURACRIL LATEX COLOR  GRIS CEMENTO X 4 ;1928,256;996;;Duracril
1-00202;DURACRIL LATEX COLOR  LILA X 4;2704,592;1397;;Duracril
1-00203;DURACRIL LATEX COLOR  MARRON X 4 ;2532,288;1308;;Duracril
1-00204;DURACRIL LATEX COLOR  MOSTAZA X 1 ;769,6568;397,55;;Duracril
1-00205;DURACRIL LATEX COLOR  MOSTAZA X 10;6519,78976;3367,66;;Duracril
1-00206;DURACRIL LATEX COLOR  MOSTAZA X 4;3261,11456;1684,46;;Duracril
1-00207;DURACRIL LATEX COLOR  NARANJA AMANECER X 4;3980,416;2056;;Duracril
1-00208;DURACRIL LATEX COLOR  NARANJA X 1;1095,776;566;;Duracril
1-00209;DURACRIL LATEX COLOR  NARANJA X 4;3980,416;2056;;Duracril
1-00210;DURACRIL LATEX COLOR  OCRE X 4;2532,288;1308;;Duracril
1-00211;DURACRIL LATEX COLOR  ROJO CERAMICO  X 1 ;582,736;301;;Duracril
1-00212;DURACRIL LATEX COLOR  TURQUESA X 4;2704,592;1397;;Duracril
1-00213;DURACRIL LATEX COLOR  VERDE FORESTA X 4;1928,256;996;;Duracril
1-00214;DURACRIL LATEX COLOR  VERDE MANZANA X 4;2704,592;1397;;Duracril
1-00215;DURACRIL LATEX COLOR  VERDE ZAFARI X 4;1928,256;996;;Duracril
1-00216;DURACRIL LATEX COLOR  VIOLETA X 1;776,336;401;;Duracril
1-00217;DURACRIL LATEX COLOR  VIOLETA X 4;2704,592;1397;;Duracril
1-00218;DURACRIL LATEX COLOR AMARILLO MATINAL X 1;776,336;401;;Duracril
1-00219;DURACRIL LATEX COLOR AMARILLO MATINAL X 10;6582,4;3400;;Duracril
1-00220;DURACRIL LATEX COLOR AZUL OCEANO X 1;1095,776;566;;Duracril
1-00221;DURACRIL LATEX COLOR AZUL OCEANO X 10;9769,056;5046;;Duracril
1-00222;DURACRIL LATEX COLOR BERMELLON X 1;776,336;401;;Duracril
1-00223;DURACRIL LATEX COLOR BERMELLON X 10;6582,4;3400;;Duracril
1-00224;DURACRIL LATEX COLOR BORGOÑA X 1;582,736;301;;Duracril
1-00225;DURACRIL LATEX COLOR BORGOÑA X 10;4640,592;2397;;Duracril
1-00226;DURACRIL LATEX COLOR ESCARLATA X 1;776,336;401;;Duracril
1-00227;DURACRIL LATEX COLOR ESCARLATA X 10;6582,4;3400;;Duracril
1-00228;DURACRIL LATEX COLOR FUCSIA X 1;776,336;401;;Duracril
1-00229;DURACRIL LATEX COLOR FUCSIA X 10;6582,4;3400;;Duracril
1-00230;DURACRIL LATEX COLOR GRIS CEMENTO X 1;582,736;301;;Duracril
1-00231;DURACRIL LATEX COLOR GRIS CEMENTO X 10;4640,592;2397;;Duracril
1-00232;DURACRIL LATEX COLOR GRIS X 1;582,736;301;;Duracril
1-00233;DURACRIL LATEX COLOR GRIS X 10;4640,592;2397;;Duracril
1-00234;DURACRIL LATEX COLOR GRIS X 4 ;1928,256;996;;Duracril
1-00235;DURACRIL LATEX COLOR LILA X 1;776,336;401;;Duracril
1-00236;DURACRIL LATEX COLOR LILA X 10;6582,4;3400;;Duracril
1-00237;DURACRIL LATEX COLOR MARRON X 1;741,488;383;;Duracril
1-00238;DURACRIL LATEX COLOR MARRON X 10;6131,312;3167;;Duracril
1-00239;DURACRIL LATEX COLOR NARANJA AMANECER X 1;1095,776;566;;Duracril
1-00240;DURACRIL LATEX COLOR NARANJA AMANECER X 10;9769,056;5046;;Duracril
1-00241;DURACRIL LATEX COLOR NEGRO X 1;741,488;383;;Duracril
1-00242;DURACRIL LATEX COLOR NEGRO X 4;2532,288;1308;;Duracril
1-00243;DURACRIL LATEX COLOR OCRE X 1;741,488;383;;Duracril
1-00244;DURACRIL LATEX COLOR OCRE X 10;6131,312;3167;;Duracril
1-00245;DURACRIL LATEX COLOR OCRE X 4;1911,19984;987,19;;Duracril
1-00246;DURACRIL LATEX COLOR ROJO CERAMICO X 4;1928,256;996;;Duracril
